created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,user_id,user_screen_name,user_name,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-07-12 20:51:59,HOW COULD YOU CHEAT IN DUNKIN,[],[2716264415],['smalltalkcv'],0,2,2716264415,smalltalkcv,1193317559766061057,sturniolo_luver,Abi💚,487,104,10979,False,831
2022-07-12 20:51:17,One of my co workers went to Dunkin and seen one of the women from housewives of New Jersey downtown and she hasnt stopped talking bout it ,[],[],[],0,0,,,19946250,JiveTimeMall,Hamall,548,1339,219,False,187008
2022-07-12 20:50:11,"not the cute firemen pulling up to dunkin ,",[],[],[],0,0,,,2448032036,trilogysuga,dawn⁷ misses txt & skz🃏,254,503,12087,False,7047
2022-07-12 20:49:10,Palmdale needs a Dunkin ,[],[],[],0,1,,,1138915508453924864,ohgeesem,em,806,1074,32266,False,8313
2022-07-12 20:48:43,putting on shapewear and margiela heels to get dunkin donuts i really am the chloe sevigny of philadelphia,[],[],[],0,5,,,1307875545171062785,DollPariah,Pariah The Doll,586,2499,28331,False,15326
2022-07-12 20:47:58,"Proof that Brandi cheated.  I cant believe shed do Dunkin like this. After all theyve been through! ,",['brandiisoverparty'],[],[],1,0,,,465531451,babybluemaee,Mae,167,270,117406,False,96985
2022-07-12 20:47:36,"she just happened to post this on the 12th? ,",[],[],[],11,52,,,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941
2022-07-12 20:47:07,"""You cannot go into a Dunkin' Donuts or a 7-Eleven unless you have a slight Indian accent."" ~ Joe Biden These are not gaffes. This is their mindset. Labeling and pigeonholing people.",[],"[900021957424447488, 1349154719386775552, 939091, 722793491059769344]","['VernonForGA', 'FLOTUS', 'JoeBiden', 'DNC']",0,0,900021957424447488,VernonForGA,758567667653632000,ZupancicJareen,Red In the Burgh,9259,8427,330577,False,113795
2022-07-12 20:46:43,Thank you Nadia! You are the best!!  ,[],"[1225295654, 23510107, 920361]","['Nadia_Salomon', 'gBrianKaras', 'dunkin']",1,1,1225295654,Nadia_Salomon,299408471,Kari_D_Allen,Kari Allen,1217,900,7558,False,5692
2022-07-12 20:46:17,this is huge,[],"[902256170, 37309591]","['hum_dunkin', 'tybuddhaboy']",0,3,902256170,hum_dunkin,15954781,bulkUSBchargers,Waikiki Wanda,2050,2766,116183,False,17642
2022-07-12 20:45:30, suckler lore ,[],"[37309591, 15954781]","['tybuddhaboy', 'bulkUSBchargers']",0,3,37309591,tybuddhaboy,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941
2022-07-12 20:45:13,The Dunkin Donuts one the Yousong did nothing wrong shirt gets too many questions,[],"[128904040, 14190948, 3145909743]","['Thesixler', 'jbouie', 'doughboyspod']",0,0,128904040,Thesixler,2720800047,JosephHarnish,Joseph Harnish,179,68,91203,False,10286
2022-07-12 20:45:11,BRANDI JUST CHEATED ON DUNKINWITH STARBUCKS #brandiisoverparty,"['brandiisoverparty', 'CancelBrandiParty']",[],[],0,2,,,1193317559766061057,sturniolo_luver,Abi💚,487,104,10979,False,831
2022-07-12 20:43:04,the only thing holding me together rn is this dunkin donuts and my seonghwa robe,[],[],[],0,0,,,1471351585238183938,lvlymingii,teeny 💜💚💛,425,139,7629,False,18035
2022-07-12 20:43:00,Dunkin Donuts coffee  ! Thats what I get for cheating on Starbucks,[],[],[],0,0,,,2290172030,Legaacy_,Queen E 🦂,110,304,7062,False,26418
2022-07-12 20:42:31,I dont like strong coffee Dunkin I cant even taste the sugar junk taste like black plain coffee,[],[3021009191],['Lololavishh'],0,0,3021009191,Lololavishh,1404275592887951360,_Aujanaee,Aujanae,367,694,6799,False,8283
2022-07-12 20:42:00,I mean older fridges really do last. Planned obsolescence ,[],[902256170],['hum_dunkin'],0,0,902256170,hum_dunkin,2927202556,El_Leon_Itor,Doght,384,114,7986,False,8369
2022-07-12 20:40:25,Yeah. Hubby is done work at 7 and he's picking up the car from the station. Since Dunkin is so close I'll habe him pick me up a cold brew coffee.,[],"[827042871412813824, 1253654718825578499, 706480993851543554, 781559090640191489, 1472562372283928583, 2352999398, 427503889, 4042601667, 1401647141467000832, 1317155848750272513, 1098777647591485440, 2281748428, 1397903961907150852, 2903206540, 262402605, 1271060610139095040, 69948232, 2893845064, 1469777471809761280, 3004099926, 2271206352, 1070476829000118272, 428770613, 1450423762726293507, 1091796346338562048, 2853982444, 1370162820118155270, 1390846926204162048, 2998988795, 1297036528003067904, 1008210967056924672, 3319232285]","['crimsonmanic24', 'tribalreigns', 'Cabecki68', 'SmallcageGG', 'KenFormosa1', 'melbprieto', 'WwekyGirl90', 'tbrooks2714', 'lisabraybrook1', 'AKRRFORLIFE', 'MaricelaAlcan10', 'chrisnewleaf', 'CrazyRomanFan', 'voicefanatic36', 'DonnaK39', 'Chiku291213', 'Americareform', 'youngjaykay82', 'schildress962', 'DeloresCrichton', 'flasis39', 'Wagonmaster4', 'mpup23', 'ken_formosa', 'Nig_________', 'L_DP_Taylor', 'SChildress22', 'formosa_ken', 'HEATHEREIGN76', 'BraybrookLisa', 'CDashchi', 'JoDresbach']",0,0,827042871412813824,crimsonmanic24,82770412,psiangelic,Laura 💜,2778,3497,1050,False,377118
2022-07-12 20:39:30,the one thing ive learned so far working at dunkin is that everyone who works there hates coffee,[],[],[],0,0,,,922930358131281920,sydsstaples,syd,110,36,2153,False,138
2022-07-12 20:38:17,"Not exactly what Trump said. However, to your point, people also seem to forget when Jill Biden's husband said you can't go to a 7-Eleven or Dunkin' Donuts without seeing one of them (he was speaking about Indians, Pakistanis, etc.). The racism is strong in that family.",[],[19568591],['ananavarro'],0,0,19568591,ananavarro,1519737599509905408,TempleCave,T. Cave,62,2,36,False,129
2022-07-12 20:37:56,".@Olivia_Beavers just gave me this portrait she drew of me on our walk to Dunkin Donuts - if this is accurate I may be fresh in the market for a plastic surgeon. ,",[],[3565248672],['Olivia_Beavers'],0,7,,,104797238,juliegraceb,Juliegrace Brufke,2243,10559,13732,True,12449
2022-07-12 20:37:49,The cake batter syrup at dunkin donuts?? ,[],[],[],0,1,,,134222224,_RichieDinero,Richie D’Menace* Lykaaaa✨,1730,3108,97635,False,133742
2022-07-12 20:36:12,"Cuckold Conway! A coup? An insurrection with persons armed with cell phones and Dunkin Donuts? 2+2 still equals four, Fatty.",[],[471677441],['gtconway3d'],0,0,471677441,gtconway3d,1412778377849757699,cocoathinker,Cocoathinker,493,48,13755,False,3422
2022-07-12 20:33:55,Hi green thumbs! The well known eco-unfriendly company Dunkin Donuts uses about TWO MILLION cups per year on beverages! Who knew that climate change is a real thing! Follow for more daily environmental facts!,[],[],[],0,0,,,1329492481248014336,carboncompanies,environmental footprints,0,149,0,False,83265
2022-07-12 20:33:29,"Somebody said Dunkin Doughnuts were good, has life gotten that bad?",[],[],[],0,0,,,1100558477271928833,GregTheTrainer1,GregTheTrainer,171,33,160,False,856
2022-07-12 20:33:15,i love blueberry donuts sm But one from dunkin is 350 cals,[],[],[],0,0,1502656855880966147,kuroktty,1502656855880966147,kuroktty,gray 🩹🎀,945,1401,5317,False,5701
2022-07-12 20:31:04,Medium iced coffee at Dunkin is just under $4 bucks,[],[1361540720251658241],['sarahbeth345'],0,0,1361540720251658241,sarahbeth345,789452401510117378,WendyWendyfio,Wendy/Lucyfio Stand up for Kids,479,463,95403,False,33189
2022-07-12 20:31:01,"Lol, hey gruesome, where's the one for auto industry, fast food, coke and Pepsi, Krispy Kreme and Dunkin? GTFOH with this bull s......",[],[24222232],['LibertyLockPod'],0,0,24222232,LibertyLockPod,1312168965678878720,Ram21James,ram21,271,78,1164,False,8104
2022-07-12 20:30:57,"Wilson had been walking from a local Dunkin Donuts with a friend when she was approached by a robber on July 9, 2012, prosecutors said. She was fatally shot on the spot. Theres a $10,000 reward for information leading to an arrest an indictment.",[],[],[],0,1,9542972,PIX11News,9542972,PIX11News,PIX11 News,2756,91661,2093,True,233171
2022-07-12 20:30:33,i got dunkin ,[],[1435453766648664068],['czarinnaxo'],0,1,1435453766648664068,czarinnaxo,1517866579207282690,schlonghaha,lee,99,102,1406,False,5362
2022-07-12 20:30:12,"since when did you get so cheap?! One used to get 1/2 price for all drinks ordered [n the app for 1/2 price day, but now it's only 1?! No wonder I go to Dunkin now &amp; they screwed up on our drink!",[],[30973],['Starbucks'],0,0,30973,Starbucks,1439498953,aprlsfool,Kriss,403,47,1942,False,1838
2022-07-12 20:28:09,"Teen Employee Fired From Dunkin After Exposing the Hundreds of Donuts That Are Thrown Out Everyday, Gets Revenge by Getting His Dream Job , ,",[],[],[],0,0,,,627496498,PurosVersos,Gif y Humor,725,434,0,False,11379
2022-07-12 20:26:49,dunkin donuts ,[],"[1415090327006982156, 1140005296531746816]","['mitskivalent1ne', 'anasonaii']",0,2,1415090327006982156,mitskivalent1ne,984832644344147968,rrrrohan_,left wing hades,979,1515,101173,False,41244
2022-07-12 20:26:36,As a Dunkin Donuts rep. Phew!!!!,[],[14662569],['WMUR9'],0,0,14662569,WMUR9,191090782,northridg445,Ecygan,178,30,726,False,2274
2022-07-12 20:26:03,"they also sell them at Walmart by the coffee isle, the coffee I can make at home is like above dunkin quality and its all because of them",[],[1151867306450006016],['RetiredxEgirl'],0,1,1151867306450006016,RetiredxEgirl,1467692954357694468,smackedasfhuck,abby,93,91,2877,False,7086
2022-07-12 20:24:19,"Runs in the family: joe: You can't go into a dunkin donut without at least slight Indian accent. &amp; I mean, you got the first mainstream African-American who is articulate and bright and clean and a nice-looking guy. I mean, that's a storybook, man.""",[],"[1475422747278778368, 2332266738, 1497178192314044418, 1300840377436561409, 1500129642]","['truthisoutheree', 'MattChambers06', 'SandBlastr09', 'MW207a', 'MattWalshBlog']",0,0,1475422747278778368,truthisoutheree,1518870378117951489,Couldbeworse9,Couldbeworse,106,58,4111,False,1044
2022-07-12 20:23:35,"The babysitter is no different than her racist hubby. ""U cannot go 2 a 7-Eleven or a Dunkin' Donuts unless u have a slight Indian accent. I'm not joking."" &amp; ""I mean, u got the 1st mainstream African-American who is articulate &amp; bright &amp; clean &amp; a nice-looking guy....",[],[105631171],['helenckh'],0,0,105631171,helenckh,827560337562009601,FireOnDMtn,Practicalist 🇺🇸 🇮🇱,739,729,287,False,14834
2022-07-12 20:23:32,I miss my dunkin in the morning.. there isn't one on my way I to work..,[],[1324756591342735360],['UrsWeberMD'],0,0,1324756591342735360,UrsWeberMD,993264311358443520,otero_michele,Michele Otero,81,71,3740,False,3924
2022-07-12 20:22:43,"large caramel iced coffee with oatmilk &amp; sugar add cold foam from dunkin ORRRR a homemade smoothie &lt;3 &lt;3 (but alcohol would be.. an amaretto sour atm.) ,",[],[],[],0,0,,,1315502309951102976,withaceceview,cece🛰,256,265,27176,False,15044
2022-07-12 20:21:56,Yo mom is so dumb that she thought Dunkin' Donuts was a basketball team,[],[],[],0,0,,,1546951083242786816,teroxiteconull1,teroxiteconulloheag,0,0,3,False,4
2022-07-12 20:17:36,"Sex workers should get 30% off like cops would at Dunkin ,",[],[],[],1,0,,,93015194,lucky7_lucky7,Testicle Swindler,725,1067,13510,False,189632
2022-07-12 20:17:34,"America runs on Dunkin' fr fr ,",[],[],[],0,5,,,617861728,L1fewater,L1fewater 🤪,618,1448,47681,False,29904
2022-07-12 20:15:37,Just sat behind Rob Pelinka at Dunkin Donuts.,[],[],[],0,1,,,907001107,YCSNOW23,Deandre Hayton,236,555,26514,False,34606
2022-07-12 20:15:22,My stepfather loved his bag of coffee from the Awesome Coffee club when he got it as a gift for Fathers Day! It was so good that he went through the bag by himself in a week (and then was sad that he had to go back to his normal Dunkin coffee in the morning).,[],[],[],0,7,,,751935856819265537,12ftskelton,Grace🪐🐢🧣,1723,299,42255,False,10630
2022-07-12 20:15:05,"If I worked at Dunkin Donuts, I'd put Chocolate Parfait on my head.",[],[],[],0,0,,,727039238697443329,realbryn,Bryn Anderson,3,12,0,False,320102
2022-07-12 20:10:27,my cameras the same how whenever theres a light in the photo it gets blurry and theres a kind of lens flare thing that ruins it a bit. pretty good effort though,[],[15954781],['bulkUSBchargers'],0,0,15954781,bulkUSBchargers,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941
2022-07-12 20:10:05,"I love walking downstairs when the coffee is ready; it smells so fresh and sweet, reminds me of walking into Dunkin.",[],[],[],0,1,,,1538720063833919489,sunnybunnydae13,CTCon BirthdayCon 2022! 🎉🐰💖,187,32,64,False,34
2022-07-12 20:09:30,"Don't submit then quit. Apply for jobs like ""Associate QA Technologist (Dunkin' and Baskin Robbins)"" at Inspire Brands, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio.",[],[],[],0,0,,,188856838,tmj_BOS_schn,BostonMA S-Chain,206,247,0,False,675
2022-07-12 20:08:27,"If it's true,I will send you a Dunkin Donuts gift card",[],[26138685],['Julius_Kim'],0,3,26138685,Julius_Kim,863874384137682944,johndail1591,JerseyJohn,22659,22549,177896,False,88482
2022-07-12 20:08:19,You cannot go to a 7-Eleven or a Dunkin Donuts unless you have a slight Indian accent. [Obama] first mainstream African American who is articulate and bright and clean and a nice-looking guy -Joe Biden (never apologized),[],"[126694688, 317420516, 19568591, 1349154719386775552]","['sandypie38', 'JenWoodruff79', 'ananavarro', 'FLOTUS']",0,2,126694688,sandypie38,360913268,MakepeaceJim,Biden’s Missing Brain,63,19,762,False,783
2022-07-12 20:08:14,I think it's good theres more people vocally opposed to it and calling it what it is but I think it should be actively protested now. It's good to talk to people from other countries about it because they're always shocked and it reminds me loyalist culture is really not normal,[],[1443852352352669699],['nochecica'],0,1,1443852352352669699,nochecica,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941
2022-07-12 20:07:34,I was in grand junction last week and her signs were everywhere. Also grabbed a coffee at Dunkin Donuts in her hometown,[],"[853265634, 1342989756611907584]","['rreedsing', 'RepBoebert']",0,1,853265634,rreedsing,3169910651,COtransitfan,SR,271,34,1637,False,607
2022-07-12 20:07:29,Dunkin Donuts sales just went up. ,[],"[894597686455918594, 1279220006]","['MohawkMollyXXX', 'ManyVids']",0,0,894597686455918594,MohawkMollyXXX,1435101788013801472,WooStanie,Tilbert,46,0,1120,False,26
2022-07-12 20:05:36,Why dont we have Dunkin Donuts in Fresno? Seriously.,[],[],[],0,1,,,743279325152088065,maddienelson89,Maddie,200,232,7178,False,1014
2022-07-12 20:05:23,first person to bring me dunkin coffee gets a kiss on the mouth,[],[],[],0,0,,,976938211984408577,_error_500_,user not found,30,21,6614,False,2315
2022-07-12 20:02:38,When she uses her dunkin rewards points to get you a sandwich&gt;&gt;&gt;,[],"[1253184630456532993, 113799352]","['math_teacher_bf', 'mishricci']",0,3,1253184630456532993,math_teacher_bf,3411197722,beardsupr3me,Brady is Rocky Thindermint🌺,1005,344,96684,False,29668
2022-07-12 20:01:32,honestly judging by the content you've shared today I'm surprised is even legal,[],[902256170],['hum_dunkin'],0,1,902256170,hum_dunkin,1443852352352669699,nochecica,maieni,256,600,9169,False,3360
2022-07-12 20:01:26,so you sellin subs to this product with your bs statement. try dunkin your head a few more times.,[],"[1113087343, 2030711]","['Schwartzesque', 'matthewstoller']",0,1,1113087343,Schwartzesque,4410271762,mauipirit,مؤمن العنزي،,22,6,397,False,166
2022-07-12 20:01:19,all i see is yanie appreciating the beautiful delicious taste of soft sweet dunkin coffee,[],"[1417219336121507841, 1362604146201939973]","['caracaled', 'KlLLAWESTSlDE']",0,0,1417219336121507841,caracaled,1474582381046767619,Iuvedoie,dj manie,111,100,7836,False,3667
2022-07-12 20:00:37,"Dunkin of Nashville Presented a $10,000 Check to Monroe Carell Jr. Childrens Hospital at Vanderbilt - ,",[],[],[],0,0,,,471546201,williamsonsrc,Williamson Source,1304,10891,2123,False,74763
2022-07-12 20:00:31,Especially when they can smell political blood in the water. When does the left start trotting out the Dunkin Donuts comments?,[],[593833319],['IVMiles'],0,1,593833319,IVMiles,42170633,whsieh,Wayne W. S. Hsieh,739,2720,14773,False,29611
2022-07-12 19:59:48,also sad to see so many young people in the videos lately because when i was growing up the marchers mostly seemed to be bald/grey haired men,[],[1443852352352669699],['nochecica'],0,1,902256170,hum_dunkin,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941
2022-07-12 19:59:13,"Superheroes run on Dunkin'... (@dunkindonuts) What a perfect treat for our hardworking and caring team!  ,","['DunkinDonuts', 'EmployeeAppreciation']",[8771022],['dunkindonuts'],0,0,,,1129368863794245633,echelon_care,Echelon Care and Rehab Center,0,4,0,False,471
2022-07-12 19:58:47,"I thought it was a dying culture but in recent years I've noticed both sides where I live (loyalist/republican) are getting more vocal, probably a result of things are getting worse in the UK in general/scottish and irish nationalism both winning a few victories in recent years",[],[1443852352352669699],['nochecica'],0,1,1443852352352669699,nochecica,902256170,hum_dunkin,hum dunkin,923,1460,129391,False,22941
2022-07-12 19:58:36,dunkin is better than starbucks,[],[],[],0,1,,,943688479640375297,am00nuh,arabnextdoor,1184,2146,17763,False,14723
2022-07-12 19:58:33,"Teen Employee Fired From Dunkin After Exposing the Hundreds of Donuts That Are Thrown Out Everyday, Gets Revenge by Getting His Dream Job , ,",[],[],[],0,0,,,346993338,Guitar_YooSmart,Guitar Talk,1250,1045,1,False,42440
2022-07-12 19:57:35,"Everybody runs on Dunkins. ,",[],[8771022],['dunkindonuts'],0,4,,,146106265,MaureenaMullen,Maureen Mullen,631,5923,1406,False,26645
2022-07-12 19:55:07,do the dunkin pods have that white circle around the edge/perimeter,[],[1066880688],['figmentjedi'],0,1,1066880688,figmentjedi,1311386179,JLap64,Jennifer,1162,6924,82746,False,32265
2022-07-12 19:54:58,"be dunkin on niggas ,",[],[],[],1,1,,,1300715550541258754,notragegod,☁️,95,53,6869,False,36238
2022-07-12 19:52:31,when dunkin runs out of coldbrew ,[],[],[],0,0,,,1246618428787560455,harrsgrapejuice,alex | 21,383,1001,59140,False,83694
2022-07-12 19:52:28,excited about the citys commitment to TOD (transit-oriented dunkin),[],[],[],0,1,,,1458508098797281287,chiglenwoodave,glenwood greenway,113,177,1105,False,309
2022-07-12 19:50:37,I DID NOT JUST SEE A ROACH IN THIS DUNKIN ,[],[],[],0,4,,,788295808949125121,LuigiOdyssey,READ PINNED + DM ME‼️,1747,5851,395934,False,224352
2022-07-12 19:50:21,"dunkin ft my forehead ,",[],[],[],0,7,,,1656384290,_beeinsc,granny 𝑏𝓮𝓮♕,933,11184,55938,False,62240
2022-07-12 19:50:20,making the prediction that im getting. dunkin,[],[],[],0,1,,,1517866579207282690,schlonghaha,lee,99,102,1406,False,5362
2022-07-12 19:50:06,Its Dunkin but I get called Donut all the time,[],"[1487905658741694467, 1043185714437992449]","['JackieWaldrop55', 'catturd2']",0,0,1487905658741694467,JackieWaldrop55,1545539109011308546,Gregory92649599,Gregory Duncan,43,3,118,False,55
2022-07-12 19:49:56,"For local editors and journalists, the proper Rhode Island style going forward will be ""Where [old exit number] used to be."" Or, when appropriate, describing a location based on its proximity to a Dunkin' or former Benny's location. ,",[],[],[],1,8,,,327487824,phileil,Philip Eil,5021,4630,54292,False,36245
2022-07-12 19:49:38,"twice no dunkin donuts ,",[],[],[],0,1,,,1265693477075025920,Naggyinho,나고스 🇰🇷🇧🇷 👨‍💻,807,432,28721,False,86532
2022-07-12 19:48:25,it sucks so much and they are not even hate criming in this video,[],[902256170],['hum_dunkin'],0,1,902256170,hum_dunkin,1443852352352669699,nochecica,maieni,256,600,9169,False,3360
