created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,user_id,user_screen_name,user_name,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-06-16 15:09:55+00:00,Lol Damnn Folgers made me soft affff to espresso and strong coffee ,[],[],[],0,0,,,309239571,alex_mcqueenn,👸🏻☘️,490,597,3403,False,41541
2022-06-16 15:05:34+00:00,Folgers in your cup.,[],[1458148881443655680],['OGSugaNips1'],0,1,1458148881443655680,OGSugaNips1,1309337680279474181,iAML0VELess,L0VeLEss,338,347,858,False,856
2022-06-16 14:44:01+00:00,"Before I got the Keurig, I had those single packets of Folgers and they weren't bad.",[],[2387082647],['John31280839'],0,0,2387082647,John31280839,23554832,smc429,Brown Eyed Susan🇺🇦,77534,102749,463255,False,463376
2022-06-16 14:34:38+00:00,Good choice . Folgers for 50 years .,[],"[2387082647, 23554832]","['John31280839', 'smc429']",0,1,2387082647,John31280839,1278134645176090625,DAHensleySr,David Hensley🌻🌻🌻,1653,1472,91716,False,12063
2022-06-16 14:32:20+00:00,Folgers Black Silk over here ,[],[23554832],['smc429'],0,3,23554832,smc429,2387082647,John31280839,John Montgomery,4914,3726,12279,False,6017
2022-06-16 14:25:08+00:00,Extreme sport idea: Everyone sniffing a mountain of 1980s coke dressed in outfits from the 1980s reciting 1980s movie lines Have it sponsored by Folgers and Maxwell House,[],[],[],4,7,,,104651468,lilroxie91,ᴘɪᴄᴋʟᴇ ʀɪᴄᴋ🥒ʟɪʟ ʀᴏxɪᴇ💜,5577,5446,453588,False,325290
2022-06-16 14:02:59+00:00,One of my personal measurements of inflation is the price of a can of coffee at Costco. Things changed for the worst when it went from $9.99 to $11.99 overnight. Then this week it dropped to $8.99. Is this a sign of things to come? I sure hope so. I love my Folgers.,['Folgers'],[],[],0,0,,,1518622509624479744,IndependentFojo,Independent Journal,188,31,99,False,691
2022-06-16 13:32:10+00:00,"Nestle makes the very best  ,",[],"[227512969, 321456091, 299381686, 123406653, 309832811]","['thesierrafox', 'Folgers', 'LokayFOX5', 'MarinaMarraco', 'EliseTDC']",0,0,227512969,thesierrafox,1356791735238742017,CoreyPe27918455,Corey Perry,77,14,2976,False,1889
2022-06-16 13:27:57+00:00,I hate seeing grown ass men in trucks going through the drive thru at Starbucks like go drink some Folgers and stop being a fag,[],[],[],0,7,,,1015591349788266496,blockedboy7,┐( ˘_˘)┌,282,267,34928,False,15980
2022-06-16 13:21:44+00:00,"I know its the Folgers lol ,",[],[1408664457924943875],['angdagreatt'],0,0,1408664457924943875,angdagreatt,1166560790725480448,400_bang,🦅 DOEBEEZY 3🦅,372,434,7985,False,16205
2022-06-16 12:52:24+00:00,I bought Folgers kcups because they were on sale and no,[],[],[],0,0,,,36363371,sweetascocoa_,Ari 🌸,898,506,138224,False,40747
2022-06-16 12:41:52+00:00,"Yeah I donobiy Folgers but Im not going to spend that much money on something I dont knows if I will like that much. How about some samples first ,",[],[],[],0,0,,,734548022487621633,lorioldiges,Lori Oldiges,393,157,26146,False,7943
2022-06-16 12:40:45+00:00,Ive been trying to settle for Folgers lately but the Starbucks demons won today,[],[52214561],['CheeyeahBoy'],0,0,52214561,CheeyeahBoy,131660423,sam_XOTWOD,sam 🌬,311,1036,146261,False,74636
2022-06-16 12:05:45+00:00,"OK, I gotta ask. Whos that in the lower right corner? My Folgers hasn't kicked in.",[],[822498347277754368],['ViVixen2019'],0,0,822498347277754368,ViVixen2019,1476982405793726469,John_Glenn_3,ULTRA MEGA JOHN GLENN.,1449,1473,12009,False,12193
2022-06-16 11:22:37+00:00,Ill stick to Folgers from my Mr. Coffee and pretend they dont exist.,[],[22458308],['chimairamark'],0,3,22458308,chimairamark,1481375913371705348,iotb1975,Isle of the Blessed,220,147,15910,False,2457
2022-06-16 11:14:48+00:00,I told her the dick wake you up just like folgers ,[],[],[],0,0,,,33337888,ChampOcho_,8 7 9🏆🏁,403,1410,5736,False,104063
2022-06-16 10:45:54+00:00,"Folgers in your cup, except Folgers sucks. I drink Major Dickason's blend by Peets.",[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1529759693182320640,Dawn94303640,Dawn 🌊,41,5,519,False,189
2022-06-16 08:48:37+00:00,"is that Folgers in your cup by the side of the bed, or pee... :)",[],[19223245],['EdBCollie'],0,0,19223245,EdBCollie,421949983,Ocicatspotticat,Ocicat,113,351,46,False,13220
2022-06-16 08:36:37+00:00,Folgers in your cup? Dunkin',[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,1071359969201659904,jeanangel58,Jeanangel58,5028,5149,18399,False,23838
2022-06-16 06:54:36+00:00,"I saw a Tumblr post of people just learning about the Folgers incest commercial today, we are failing to educate the newer generations",[],[1069956099799842816],['romcomapologist'],0,2,1069956099799842816,romcomapologist,343167810,last__lane,patron saint of dead lesbians,460,567,119794,False,54124
2022-06-16 06:39:11+00:00,"This is a Diane Sukol type of painting. My mother always loved art of ppl sitting in gardens drinking tea. (She drank Folgers w a Virginia Slim in a beat up recliner watching McNeil/Lehr w an old stray Yorkie). ,",[],[],[],0,0,,,957041619735265280,SukolVentures,Aimee Sukol 👓🐾🌱🌎🍝📚🎨🍺,527,294,24107,False,12871
2022-06-16 05:57:30+00:00,Folgers in your cup,[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,618694327,SquirrelTheRed,Squirrzam!,1694,889,28578,False,39995
2022-06-16 05:05:44+00:00,"Folgers in your cup? ,",[],[],[],2,2,,,1060012383169536000,A2Cocos,Malarkey Maggie,384,277,8037,False,2558
2022-06-16 05:05:03+00:00,Folgersin your cup,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,2262088646,JackTheVetteFan,Mimsy Ruth’s Dawggy Daddy 🇺🇦 🦋,792,155,547,False,4632
2022-06-16 05:04:21+00:00,Is folgers in your cup,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1489285112529395725,ChannenTtcl,Flibhertynjustus,84,111,6135,False,3223
2022-06-16 04:25:04+00:00,Folgers in my cup,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1240874309028958215,Missy62851234,Missy,186,72,12473,False,1751
2022-06-16 03:33:18+00:00,Folgers in your cup?,[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,39347937,Bomshlsback,Stephanie King,142,62,8706,False,2684
2022-06-16 03:20:33+00:00,You Smelling That Early Mourning Folgers Brew Yet Wake Up Get Some Coffee Think Straight Get Your Mind Right And Your Hearts Right Or Its Going To Cost You Complete Devistation Diego Pit Of Hell,[],[],[],0,0,,,1535631564222119937,wormwood_x,➅𝔥𝔞𝔷𝔢𝔲𝔰 ❻𝔥𝔶𝔡𝔯𝔬𝔤𝔢𝔫 ➅𝔨𝔯𝔦𝔰𝔱𝔲𝔰,33,0,6,False,987
2022-06-16 03:17:14+00:00,"LIKE IT OR NOT: We shared (and sang) our favorite jingles on tonight. I didnt recognize the one  Great show  ,",['Fox5LION'],"[321456091, 299381686, 123406653, 309832811]","['Folgers', 'LokayFOX5', 'MarinaMarraco', 'EliseTDC']",1,6,,,227512969,thesierrafox,Sierra Fox,1401,9227,29164,True,20229
2022-06-16 03:03:42+00:00,Folgers in your cup?,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1489013712140660738,LoveIrieRasta,Smarty Pants ✡️🏳️‍🌈😷,1076,490,1807,False,9489
2022-06-16 02:46:36+00:00,Change 03 Adolescence The Climb Back 2Face Folgers Crystals,[],"[1288298590763282432, 1283244853166592007]","['Oh_thatsIdris', 'HipHopAllDayy']",0,3,1288298590763282432,Oh_thatsIdris,1161970385136603137,ColeCharts,Javari,128,1666,97603,False,12889
2022-06-16 02:33:26+00:00,I call it a B&amp;B. A Blowjob and a Backrub. Folgers aint got shit on the B&amp;B bruh,[],[111166747],['LIVEpositivity'],0,0,111166747,LIVEpositivity,1487302549992468484,NiteWolfPatriot,🇺🇸//\/orth'//estern Patriot🇺🇸,1258,602,1367,False,1125
2022-06-16 02:28:16+00:00,I got the Folgers and I got the espresso...can I come over? LOL...it looks YUUUUUUUMMMMMMY!,[],[862168244],['kingmanmarie39'],0,1,862168244,kingmanmarie39,797863037495439360,dugaytina1,Bitch talk about General Hospital and spoilers.,1706,392,22938,False,25892
2022-06-16 01:57:05+00:00,Folgers in your cup! ,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,880924843423805440,Kkraus77,Kevin Kraus,1494,694,17886,False,27379
2022-06-16 01:49:49+00:00,Folgers in your cup ,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1330248726301040649,lakeladynh53,Paige Hill,1205,997,25481,False,4163
2022-06-16 01:34:57+00:00,"I mix Folgers (black silk) with cafe bustelo, saves the day.",[],[245852208],['BrandiDAddison'],0,0,245852208,BrandiDAddison,213317795,fotografolara,Jerry Lara,1992,1700,2478,False,15652
2022-06-16 01:31:16+00:00,summat much better than Folgers in your cup,[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,2880721418,paul_court,sado☮️,6497,6875,149311,False,59904
2022-06-16 01:12:14+00:00,"LOL Growing up at 9pm it was coffee time. My grandparents lived next door growing up. They had coffee at 9, 3 and 9. Clockwork. Folgers of course  so strong the spoons stands up. I gave up caffeine when I was pregnant and I cannot have caffeine after 5 LOL a real genetic failure",[],[1419675128196173833],['thomaswikjr3'],0,2,1419675128196173833,thomaswikjr3,788848,connieinmpls,Connie in Mpls,4112,1205,51234,False,36474
2022-06-16 00:42:19+00:00,Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it Don't say it ... FOLGERS IN YOUR CUP!,[],[1513272917815136264],['PhillipTherrie1'],0,16,1513272917815136264,PhillipTherrie1,136653373,mlehr1,mlehr,3285,699,2178,False,5585
2022-06-16 00:28:34+00:00,Ok Im ok with living in a small town but we need better options than Folgers and Dos Equis.,[],[],[],0,4,,,245852208,BrandiDAddison,Brandi D. Addison 🗞,1728,2428,79211,True,17339
2022-06-16 00:28:12+00:00,Folgers in your cup ,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,2700786690,khalessi2022,🌈✨🌈✨🌈✨☀️,803,96,2924,False,4871
2022-06-16 00:24:55+00:00,Folgers on the shelf; Zekes in your cup.,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1405851815980285954,Dolores10814433,Dolores,223,66,20027,False,3334
2022-06-16 00:17:57+00:00,"First act ,",[],"[25000307, 321456091]","['Tromboneshorty', 'Folgers']",0,2,25000307,Tromboneshorty,460542252,sgrimbly,Susan Grimbly 🇺🇦,1061,1477,83670,False,29424
2022-06-16 00:09:28+00:00,Folgers in your cup?,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1419661202796408843,SumCallMeTim22,Tim4Golf,231,25,1059,False,925
2022-06-16 00:05:48+00:00,"I ate ramen from a coffee pot once The best part of waking up is coffee, but not that crap. Folgers 1/5 would not recommend",[],"[1194419228620791810, 321456091]","['tattooed_bee', 'Folgers']",0,1,1194419228620791810,tattooed_bee,2988668872,reviews_rdculos,ridiculous reviews,154,18,2393,False,2184
2022-06-16 00:04:14+00:00,"Usher really said, Ill be waking you up to a cup of Folgers in Trading Places. How do you get that rich and still be drinking the WORST coffee on the planet ",[],[],[],0,0,,,375391296,PatStevens31,Patrick,671,374,6436,False,3578
2022-06-15 23:56:39+00:00,Folgers in your cup ,[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,1365325668364468224,JessieWeasley75,JessieMack,1507,1355,7207,False,3870
2022-06-15 23:50:07+00:00,Folgers in your cup ,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,10117742,tlwatercolors,tslandry 🇺🇦,510,123,30167,False,1442
2022-06-15 23:44:56+00:00,"It use to be Folgers in your cup ,",[],[],[],0,1,,,938046754498289664,Danta25271254,Danta,550,535,25040,False,8769
2022-06-15 23:34:29+00:00,L+Ratio+You drink Folgers,[],"[1288561779962871808, 1327690507129155586]","['low_dosage', 'GiantToilet']",0,1,1288561779962871808,low_dosage,957655518176215041,websiteidi0t,to a homeless guy: sorry i don’t believe in fiat,1530,14084,83030,False,27376
2022-06-15 23:24:10+00:00,Making small talk with an investment group sitting at my bar: So are you fellas burying your money in your backyards yet? Folgers or Maxwell House cans?,[],[],[],0,2,,,1209997934403690501,sadbtchjoos_esq,Your Good Friend Cori Stewart,665,245,13899,False,2593
2022-06-15 23:19:35+00:00,"That's a catchy slogan. I heard the folgers theme when I read it. ""The best part of waking up. I a bunch of pills in my cup",[],[181791642],['ashnikoe'],0,1,181791642,ashnikoe,757104151155380224,CrazyEyed_Eddie,Eddie,147,117,2950,False,6672
2022-06-15 23:12:38+00:00,I remember Folgers.,['Fox5Lion'],[],[],0,0,,,45065511,wvben,Ben S,687,270,24612,False,16424
2022-06-15 22:40:36+00:00,Its not Folgers.,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,24428058,zigman61,LumosIsLight Lady Jean,743,762,159112,False,24864
2022-06-15 22:21:30+00:00,"the best way to start the day, is Folgers in your bidet ",[],[111166747],['LIVEpositivity'],0,0,111166747,LIVEpositivity,1529940202981969920,educatedtart,Educated Tart,50,0,49,False,36
2022-06-15 22:00:28+00:00,Call my girl Folgers the way cupping her balls is the best part of waking up,[],[1070901658908090368],['transpontiff'],0,1,1070901658908090368,transpontiff,1527446079029010435,BloodSuckingBun,Emi 🖤,27,3,64,False,12
2022-06-15 21:50:48+00:00,Waiting for the inevitable radical leftist cancellation of Folgers. Wokeness ruined the best part of waking up!,[],"[1093741515430596608, 1518579295416897536]","['JUNlPER', 'borgposting']",0,0,1093741515430596608,JUNlPER,788860611752923136,vol_Emm,"Lewis J. Bookman, age sixtyish",34,38,4499,False,7558
2022-06-15 21:32:50+00:00,"7. Starfuck you better not be spending $7 on a coffee, you can make a whole thermos of that black sugar water for 79 cents at home. Caramel macchiato meet Folgers with a Werthers Original in it. 8. Applebees is fine dining",[],[],[],0,15,981244881690652672,TheRandyRavis,981244881690652672,TheRandyRavis,Randy Ravis,295,301,7040,False,7858
2022-06-15 21:26:36+00:00,"I don't gaf about kings throne either but that didn't stop them from putting it in my feed, so might as well take advantage of it ",[],"[1502736627432661001, 1425762512348192770, 1333243999558184960]","['Folgers_1776', 'playKingsThrone', 'karinakamichi2']",0,0,1502736627432661001,Folgers_1776,750323313226948608,karinakamichi,Karinakamichi (COMMISSIONS OPEN),444,601,7331,False,5741
2022-06-15 21:05:13+00:00,Folgers in your cup!,[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,1493330173902553090,BBJunkie4life,RealityTVJunkie🇺🇦🌻,179,105,597,False,3898
2022-06-15 20:57:23+00:00,"Well it's not Folgers in my cup, It's Dunkin Donuts in my cup!",[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,1525986870898970634,antihate_war,anti-hate warrior,164,49,35,False,284
2022-06-15 20:38:02+00:00,"Maxwell House  or Folgers in your cup? ,",[],"[1051186452, 16912124, 195870839]","['PoeticLicencedk', 'ericgarland', 'freddyatton']",0,0,1051186452,PoeticLicencedk,780511311415300096,SocialCivility,Renee,518,741,146743,False,162476
2022-06-15 20:22:36+00:00,Folgers..Folgers in my cup,[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,1465052313496735748,thedewar1974,Matt🇨🇦😷♉️,258,263,4747,False,2303
2022-06-15 20:18:46+00:00,"Commercial jingles  theyre iconic and some stick in our heads forever. What are your favorites? Mine? Folgers. Were talking about them on at 7pm on which is clearly the best part ofgetting home. ,","['FOX5LION', 'FOX5DC']",[],[],4,15,,,299381686,LokayFOX5,Jim Lokay,9786,16996,36377,True,26363
2022-06-15 20:16:50+00:00,"I am not a fan of all this bitter burnt-tasting gourmet coffee decocted in various complicated hand-pressed ways. Give me Folgers brewed in a Mr. Coffee, or some watery diner stuff in a ceramic mug. Thank you.",[],[],[],1,51,,,43081138,amandafortini,Amanda Fortini,5853,11723,58584,False,24735
2022-06-15 20:11:38+00:00,Instant has been my lifesaver everywhere due to my very uncool decaf requirements. Instant folgers decaf somehow tastes both like hell and like home.,[],[16714443],['annehelen'],0,0,16714443,annehelen,115177833,KeltonWrites,Kelton Wright,838,1132,7506,False,3272
2022-06-15 20:06:41+00:00,"""Folgers in your cup""",[],[1513272917815136264],['PhillipTherrie1'],0,1,1513272917815136264,PhillipTherrie1,451403793,bill57d,B1LL,4587,1376,48560,False,32424
2022-06-15 19:46:01+00:00,Folgers in my cup? Anyone my age will relate to this lol.,[],[1513272917815136264],['PhillipTherrie1'],0,8,1513272917815136264,PhillipTherrie1,3065483047,auroradelauren1,Aurora,371,162,3349,False,1616
2022-06-15 19:10:29+00:00,Name for a girl: Folgers,[],[],[],1,13,,,1070901658908090368,transpontiff,Dr. Powerful Wizard,450,1125,204784,False,37836
2022-06-15 19:00:02+00:00,The best part of waking up is nothing. .Fuck you Folgers,[],[],[],0,0,,,2407291986,theefunnytweets,The Funny Tweets,317,522,0,False,138325
2022-06-15 18:49:14+00:00,"Dear Folgers Crystals, you will never boombastic enough to be up, up, down, down, left, right, left, right, B, A, Start.",[],[1201670995435646976],['laurenboebert'],0,1,1498716368966934528,MettalBatt,1498716368966934528,MettalBatt,Metal Bat,146,48,1089,False,1973
2022-06-15 18:39:00+00:00,Folgers in your cup?,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1085188921242247169,therealgdwood,sociopoliticoGDWood,899,576,1922,False,5082
2022-06-15 17:43:14+00:00,Folgers in your cup ,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1196497049585430535,CarolMa38595496,Carol Martz 👻👽🦋😳😷🇺🇸🇺🇦,707,705,109289,False,9150
2022-06-15 17:32:19+00:00,.... crap i bought coffee brand coffee instead of folgers. now my social credit score in some chinese database has me listed as an enemy,[],[880602945632575488],['TheQuartering'],0,6,880602945632575488,TheQuartering,1518890446495248384,Reapersworks,Reaper Studios,102,4,182,False,543
2022-06-15 17:21:28+00:00,"what's going on with It's been weeks now if not more. ,",[],"[14277701, 321456091]","['meijer', 'Folgers']",0,0,14277701,meijer,925372302174380032,Team_mesick,Thomas Keesler,71,2,103,False,368
2022-06-15 17:11:32+00:00,Folgers in your cup,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,62188836,kimiwaffles,Kimi,162,255,6078,False,10722
2022-06-15 17:11:10+00:00,"Dukes mayo, under armour athletic shorts, Columbia boxer briefs, Titos Vodka, folgers black silk coffee.",[],[3335276309],['975Middays'],0,1,3335276309,975Middays,2780610905,familyman0124,Matt Henderson,104,15,177,False,218
2022-06-15 16:53:40+00:00,Folgers in your cup!,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1333624672068497409,Charles24154119,Charles Jones,861,568,10084,False,5846
2022-06-15 16:51:21+00:00,Good morning to ya! Hannah and I got up at 9:45 this morning and decided to make SOS for breakfast and drink Folgers Black Silk coffee!!,[],[1432474167467708418],['GeetzFan2021'],0,1,1432474167467708418,GeetzFan2021,1324501341549441024,AshenHeart666,Jen Bearden,925,1136,110886,False,28188
2022-06-15 16:48:38+00:00,Folgers in your cup?,[],[1513272917815136264],['PhillipTherrie1'],0,2,1513272917815136264,PhillipTherrie1,1521481334576844800,Library02375,Pissed Off Librarian,1106,1126,5817,False,3838
2022-06-15 16:47:57+00:00,That sounds nice! I do like a strong coffee. Is Folgers a US brand?,[],[67647925],['DJBberry'],0,1,67647925,DJBberry,1462162147450961934,TTVCaitssssx,🌈Caitssssx,837,971,11296,False,1781
2022-06-15 16:46:54+00:00,"folgers classic roast is mid ,",[],[],[],0,0,,,1507173231886802945,riddler_lover69,general kyle❔ (the maid 🏳️‍🌈),111,96,5417,False,2269
2022-06-15 16:36:48+00:00,"I like strong coffees, mainly I'm drinking black silk folgers",[],[1462162147450961934],['TTVCaitssssx'],0,1,1462162147450961934,TTVCaitssssx,67647925,DJBberry,Bberry,1043,488,22078,False,6122
2022-06-15 16:28:03+00:00,can we make a coffee filter box similar to a tissue box where you can easily pull just one out and set yourself up for success the next time?,[],[321456091],['Folgers'],0,0,321456091,Folgers,2867202504,kirk_vickers5,Kirk Vickers,510,561,751,False,177
2022-06-15 16:08:34+00:00,Folgers in my cup,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1176622806399954944,carlawa14060764,Carla Weisner Walker☮️,4250,3978,11286,False,2342
2022-06-15 16:07:48+00:00,My dog is crying because I told him he cant have my cup of boiling hot folgers coffee,[],[],[],0,1,,,1129234643532812288,Pharmacidal,🧠🦄WASH🦄🧠,430,90,87915,False,40840
2022-06-15 16:02:20+00:00,Is this a screenshot from a new Folgers coffee commercial?,[],[815451826178977792],['MadKing1981'],0,0,815451826178977792,MadKing1981,368586735,TheMattSedlak,Matt Sedlak!!!,426,234,1219,False,6957
2022-06-15 15:53:28+00:00,The best part of waking up is dick up in your guts. Or whatever Folgers said. ,[],[],[],3,12,,,1412088303420116994,bubblezdabrat,Bratting is a Hobby 😈😇,476,228,2540,False,1352
2022-06-15 15:51:38+00:00,"I just saw a video on fb of a family pouring out their loved ones ashes.. from a folgers plastic coffee container. ,",[],[],[],0,0,,,1125088863335010304,rae_edmond,rae.edmond,38,47,3037,False,4565
2022-06-15 15:43:15+00:00,So the average cup of coffee Folgers coffee that is about 60 to 80 mg of caffeine that is the same for a Coke. A monster coffee on the other hand has 200 mg of caffeine. now you know which one to pick if you wanna get a heart attack,[],[],[],0,0,,,3316466767,CallumRoth2216,callum,89,4,3637,False,991
2022-06-15 15:42:52+00:00,Just drank folgers w coffee mate. how tf,[],[],[],0,5,,,4586667408,ooh_goody,That Ol' Willy Nilly,494,128,44503,False,5358
2022-06-15 15:42:13+00:00,Instant Folgers with a pack of Splenda and heaping teaspoon of powder creamer in a cup.,[],[28391425],['TheAnaBraga'],0,2,28391425,TheAnaBraga,881337604620394496,sirswa77,Steven - Some of my Angels wear scrubs!❤️😇👩‍⚕️❤️,1766,2082,183864,False,37000
2022-06-15 15:39:09+00:00,Kicking horse coffee was a slight upgrade over pre-ground nabob-maxwell house-Folgers but with inflation it's now $18 for 2lb of it. Meanwhile 2lb of ground Maxwell house is $6. I'll take the shitty coffee at those prices.,[],[],[],0,0,,,220458889,therealwoodsbre,Brent Woods,640,447,14604,False,5769
2022-06-15 15:13:00+00:00," I've been known to sing, ""The best part of waking up is not having Folgers in your cup!""",[],[1355610057782689793],['bigmothufacking'],0,1,1355610057782689793,bigmothufacking,2266633303,milehalfvalley,"Evan Guest, Canadian with an unacceptable Charter.",895,411,7528,False,7260
2022-06-15 15:04:22+00:00,"Really digging this playlist! I'm listening at work, so it's ""accompanied"" by Folgers out of a Bunn coffee maker, but here we are...",[],"[1221596215193866240, 2173671612, 916031605499625472, 1857619124, 244173461]","['EisenbergReview', 'AngelOlsen', 'holymattress', 'taminoamir', 'Aprilcoffeecph']",0,1,1221596215193866240,EisenbergReview,11196572,KevinAlexander,Kevin Alexander 🚢,596,1035,39433,False,27020
2022-06-15 15:00:03+00:00,somehow a warms cup of folgers served in an Indy 500 mug from 2002 never tasted so good,[],[],[],0,7,2360231967,p_xerce,2360231967,p_xerce,pierce,490,580,50417,False,7712
2022-06-15 14:57:59+00:00,"Well it would be a honeybun and a cup of folgers coffee with 3 scoops, with some red hots and a snickers thrown in that mfer let the red hots dissolve snickers melt aint no better coffee goin with that honeybun...",[],[443920571],['goFUNKEyourself'],0,1,443920571,goFUNKEyourself,1396243803766333442,whale_chapo,el_guzi💥💎💎💎💥,657,443,3808,False,2757
2022-06-15 14:55:13+00:00,"I know this one! It's Folgers in your cup, right? I have a hot black cup of folgers ever mornin",[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,2795604113,rsannicolas50,big ric #ILOVECHEESE,328,37,8710,False,1315
2022-06-15 14:50:57+00:00,Folgers in your cup !,[],[1513272917815136264],['PhillipTherrie1'],0,0,1513272917815136264,PhillipTherrie1,1451144160313028608,William97121153,William Bennett,37,9,307,False,538
